site1,site2,geodist,Ed,sor
GG01_C1_13,LGH03_C4_40,NA,NA,NA
GG01_C1_13,PA01_C1_01,NA,NA,NA
GG01_C1_13,PA01_C1_05,NA,NA,NA
GG01_C1_13,PA01_C1_09,NA,NA,NA
GG01_C1_13,PA01_C1_12,NA,NA,NA
GG01_C1_13,PA01_C1_13,NA,NA,NA
GG01_C1_13,PA01_C1_15,NA,NA,NA
GG01_C1_13,PA01_C1_16,NA,NA,NA
GG01_C1_13,PA01_C1_18,NA,NA,NA
GG01_C1_13,PA02_C1_01,NA,NA,NA
GG01_C1_13,PA02_C1_04,NA,NA,NA
GG01_C1_13,PA02_C1_07,NA,NA,NA
GG01_C1_13,PA02_C1_11,NA,NA,NA
GG01_C1_13,PA02_C1_14,NA,NA,NA
GG01_C1_13,PA02_C1_16,NA,NA,NA
GG01_C1_13,QK01_C1_01,NA,NA,NA
GG01_C1_13,QK01_C1_04,NA,NA,NA
GG01_C1_13,QK01_C1_08,NA,NA,NA
GG01_C1_13,QK01_C1_12,NA,NA,NA
GG01_C1_13,QK01_C1_13,NA,NA,NA
GG01_C1_13,QK01_C1_14,NA,NA,NA
GG01_C1_13,SH01_C2_04,NA,NA,NA
GG01_C1_13,SH01_C2_07,NA,NA,NA
GG01_C1_13,SH01_C2_12,NA,NA,NA
GG01_C1_13,SH01_C2_17,NA,NA,NA
GG01_C1_13,SH01_C2_19,NA,NA,NA
GG01_C1_13,SH01_ew01,NA,NA,NA
GG01_C1_13,SI02_C1_02,NA,NA,NA
GG01_C1_13,SI02_C1_05,NA,NA,NA
GG01_C1_13,SI02_C1_08,NA,NA,NA
GG01_C1_13,SI02_C1_12,NA,NA,NA
GG01_C1_13,SI02_C1_19,NA,NA,NA
GG01_C1_13,SI02_C1_23,NA,NA,NA
GG01_C1_13,SI02_C1_ew01,NA,NA,NA
GG01_C1_13,SM22_C1_01,NA,NA,NA
GG01_C1_13,SM22_C1_06,NA,NA,NA
GG01_C1_13,SM22_C1_09,NA,NA,NA
GG01_C1_13,SM22_C1_14,NA,NA,NA
GG01_C1_13,SM22_C1_16,NA,NA,NA
GG01_C1_13,SM22_C1_ew,NA,NA,NA
GG01_C1_13,SYNH02_C11_01,NA,NA,NA
GG01_C1_13,SYNH02_C11_02,NA,NA,NA
GG01_C1_13,SYNH02_C11_03,NA,NA,NA
GG01_C1_13,SYNH02_C11_04,NA,NA,NA
GG01_C1_13,SYNH02_C11_05,NA,NA,NA
GG01_C1_13,SYNH02_C11_06,NA,NA,NA
GG01_C1_13,SYNH02_C11_07,NA,NA,NA
GG01_C1_13,SYNH02_C11_08,NA,NA,NA
GG01_C1_13,SYNH02_C11_09,NA,NA,NA
GG01_C1_13,SYNH02_C11_10,NA,NA,NA
GG01_C1_13,SYNH02_C16_01,NA,NA,NA
GG01_C1_13,SYNH02_C4_01,NA,NA,NA
GG01_C1_13,SYNH02_C4_03,NA,NA,NA
GG01_C1_13,SYNH02_C4_05,NA,NA,NA
GG01_C1_13,SYNH02_C4_06,NA,NA,NA
GG01_C1_13,SYNH02_C4_07,NA,NA,NA
GG01_C1_13,SYNH02_C4_08,NA,NA,NA
GG01_C1_13,SYNH02_C4_09,NA,NA,NA
GG01_C1_13,SYNH02_C4_10,NA,NA,NA
GG01_C1_13,SYNH02_C4_14,NA,NA,NA
GG01_C1_13,SYNH02_C4_18,NA,NA,NA
GG01_C1_13,SYNH02_C4_22,NA,NA,NA
GG01_C1_13,SYNH02_ew,NA,NA,NA
GG01_C1_13,TA01_C1_01,NA,NA,NA
GG01_C1_13,TA01_C1_04,NA,NA,NA
GG01_C1_13,TA01_C1_11,NA,NA,NA
GG01_C1_13,TA01_C1_15,NA,NA,NA
GG01_C1_13,TA01_C1_ew,NA,NA,NA
GG01_C1_13,TA03_C1_ew,NA,NA,NA
GG01_C1_19,GJ01_C1_01,NA,NA,NA
GG01_C1_19,GJ01_C1_05,NA,NA,NA
GG01_C1_19,GJ01_C1_11,NA,NA,NA
GG01_C1_19,GJ01_C1_15,NA,NA,NA
GG01_C1_19,GJ01_C1_17,NA,NA,NA
GG01_C1_19,GJ01_C1_18,NA,NA,NA
GG01_C1_19,GJ01_C1_ew01,NA,NA,NA
GG01_C1_19,LGH03_C4_01,NA,NA,NA
GG01_C1_19,LGH03_C4_02,NA,NA,NA
GG01_C1_19,LGH03_C4_03,NA,NA,NA
GG01_C1_19,LGH03_C4_04,NA,NA,NA
GG01_C1_19,LGH03_C4_06,NA,NA,NA
GG01_C1_19,LGH03_C4_10,NA,NA,NA
GG01_C1_19,LGH03_C4_14,NA,NA,NA
GG01_C1_19,LGH03_C4_18,NA,NA,NA
GG01_C1_19,LGH03_C4_30,NA,NA,NA
GG01_C1_19,LGH03_C4_34,NA,NA,NA
GG01_C1_19,LGH03_C4_40,NA,NA,NA
GG01_C1_19,PA01_C1_01,NA,NA,NA
GG01_C1_19,PA01_C1_05,NA,NA,NA
GG01_C1_19,PA01_C1_09,NA,NA,NA
GG01_C1_19,PA01_C1_12,NA,NA,NA
GG01_C1_19,PA01_C1_13,NA,NA,NA
GG01_C1_19,PA01_C1_15,NA,NA,NA
GG01_C1_19,PA01_C1_16,NA,NA,NA
GG01_C1_19,PA01_C1_18,NA,NA,NA
GG01_C1_19,PA02_C1_01,NA,NA,NA
GG01_C1_19,PA02_C1_04,NA,NA,NA
GG01_C1_19,PA02_C1_07,NA,NA,NA
GG01_C1_19,PA02_C1_11,NA,NA,NA
GG01_C1_19,PA02_C1_14,NA,NA,NA
GG01_C1_19,PA02_C1_16,NA,NA,NA
GG01_C1_19,QK01_C1_01,NA,NA,NA
GG01_C1_19,QK01_C1_04,NA,NA,NA
GG01_C1_19,QK01_C1_08,NA,NA,NA
GG01_C1_19,QK01_C1_12,NA,NA,NA
GG01_C1_19,QK01_C1_13,NA,NA,NA
GG01_C1_19,QK01_C1_14,NA,NA,NA
GG01_C1_19,SH01_C2_04,NA,NA,NA
GG01_C1_19,SH01_C2_07,NA,NA,NA
GG01_C1_19,SH01_C2_12,NA,NA,NA
GG01_C1_19,SH01_C2_17,NA,NA,NA
GG01_C1_19,SH01_C2_19,NA,NA,NA
GG01_C1_19,SH01_ew01,NA,NA,NA
GG01_C1_19,SI02_C1_02,NA,NA,NA
GG01_C1_19,SI02_C1_05,NA,NA,NA
GG01_C1_19,SI02_C1_08,NA,NA,NA
GG01_C1_19,SI02_C1_12,NA,NA,NA
GG01_C1_19,SI02_C1_19,NA,NA,NA
GG01_C1_19,SI02_C1_23,NA,NA,NA
GG01_C1_19,SI02_C1_ew01,NA,NA,NA
GG01_C1_19,SM22_C1_01,NA,NA,NA
GG01_C1_19,SM22_C1_06,NA,NA,NA
GG01_C1_19,SM22_C1_09,NA,NA,NA
GG01_C1_19,SM22_C1_14,NA,NA,NA
GG01_C1_19,SM22_C1_16,NA,NA,NA
GG01_C1_19,SM22_C1_ew,NA,NA,NA
GG01_C1_19,SYNH02_C11_01,NA,NA,NA
GG01_C1_19,SYNH02_C11_02,NA,NA,NA
GG01_C1_19,SYNH02_C11_03,NA,NA,NA
GG01_C1_19,SYNH02_C11_04,NA,NA,NA
GG01_C1_19,SYNH02_C11_05,NA,NA,NA
GG01_C1_19,SYNH02_C11_06,NA,NA,NA
GG01_C1_19,SYNH02_C11_07,NA,NA,NA
GG01_C1_19,SYNH02_C11_08,NA,NA,NA
GG01_C1_19,SYNH02_C11_09,NA,NA,NA
GG01_C1_19,SYNH02_C11_10,NA,NA,NA
GG01_C1_19,SYNH02_C16_01,NA,NA,NA
GG01_C1_19,SYNH02_C4_01,NA,NA,NA
GG01_C1_19,SYNH02_C4_03,NA,NA,NA
GG01_C1_19,SYNH02_C4_05,NA,NA,NA
GG01_C1_19,SYNH02_C4_06,NA,NA,NA
GG01_C1_19,SYNH02_C4_07,NA,NA,NA
GG01_C1_19,SYNH02_C4_08,NA,NA,NA
GG01_C1_19,SYNH02_C4_09,NA,NA,NA
GG01_C1_19,SYNH02_C4_10,NA,NA,NA
GG01_C1_19,SYNH02_C4_14,NA,NA,NA
GG01_C1_19,SYNH02_C4_18,NA,NA,NA
GG01_C1_19,SYNH02_C4_22,NA,NA,NA
GG01_C1_19,SYNH02_ew,NA,NA,NA
GG01_C1_19,TA01_C1_01,NA,NA,NA
GG01_C1_19,TA01_C1_04,NA,NA,NA
GG01_C1_19,TA01_C1_11,NA,NA,NA
GG01_C1_19,TA01_C1_15,NA,NA,NA
GG01_C1_19,TA01_C1_ew,NA,NA,NA
GG01_C1_19,TA03_C1_ew,NA,NA,NA
GJ01_C1_01,GJ01_C1_05,1.00E-04,0.931735385,0.380728794
GJ01_C1_01,GJ01_C1_11,0.00025,0.937985618,0.259964181
GJ01_C1_01,GJ01_C1_15,0.00035,0.950725379,0.375828994
GJ01_C1_01,GJ01_C1_17,4.00E-04,0.757190692,0.369580103
GJ01_C1_01,GJ01_C1_18,0.000418,0.849821615,0.364356471
GJ01_C1_01,GJ01_C1_ew01,0.000423,0.908956345,0.239434196
GJ01_C1_01,LGH03_C4_01,NA,NA,NA
GJ01_C1_01,LGH03_C4_02,NA,NA,NA
GJ01_C1_01,LGH03_C4_03,NA,NA,NA
GJ01_C1_01,LGH03_C4_04,NA,NA,NA
GJ01_C1_01,LGH03_C4_06,NA,NA,NA
GJ01_C1_01,LGH03_C4_10,NA,NA,NA
GJ01_C1_01,LGH03_C4_14,NA,NA,NA
GJ01_C1_01,LGH03_C4_18,NA,NA,NA
GJ01_C1_01,LGH03_C4_30,NA,NA,NA
GJ01_C1_01,LGH03_C4_34,NA,NA,NA
GJ01_C1_01,LGH03_C4_40,NA,NA,NA
GJ01_C1_01,PA01_C1_01,NA,NA,NA
GJ01_C1_01,PA01_C1_05,NA,NA,NA
GJ01_C1_01,PA01_C1_09,NA,NA,NA
GJ01_C1_01,PA01_C1_12,NA,NA,NA
GJ01_C1_01,PA01_C1_13,NA,NA,NA
GJ01_C1_01,PA01_C1_15,NA,NA,NA
GJ01_C1_01,PA01_C1_16,NA,NA,NA
GJ01_C1_01,PA01_C1_18,NA,NA,NA
GJ01_C1_01,PA02_C1_01,NA,NA,NA
GJ01_C1_01,PA02_C1_04,NA,NA,NA
GJ01_C1_01,PA02_C1_07,NA,NA,NA
GJ01_C1_01,PA02_C1_11,NA,NA,NA
GJ01_C1_01,PA02_C1_14,NA,NA,NA
GJ01_C1_01,PA02_C1_16,NA,NA,NA
GJ01_C1_01,QK01_C1_01,NA,NA,NA
GJ01_C1_01,QK01_C1_04,NA,NA,NA
GJ01_C1_01,QK01_C1_08,NA,NA,NA
GJ01_C1_01,QK01_C1_12,NA,NA,NA
GJ01_C1_01,QK01_C1_13,NA,NA,NA
GJ01_C1_01,QK01_C1_14,NA,NA,NA
GJ01_C1_01,SH01_C2_04,NA,NA,NA
GJ01_C1_01,SH01_C2_07,NA,NA,NA
GJ01_C1_01,SH01_C2_12,NA,NA,NA
GJ01_C1_01,SH01_C2_17,NA,NA,NA
GJ01_C1_01,SH01_C2_19,NA,NA,NA
GJ01_C1_01,SH01_ew01,NA,NA,NA
GJ01_C1_01,SI02_C1_02,NA,NA,NA
GJ01_C1_01,SI02_C1_05,NA,NA,NA
GJ01_C1_01,SI02_C1_08,NA,NA,NA
GJ01_C1_01,SI02_C1_12,NA,NA,NA
GJ01_C1_01,SI02_C1_19,NA,NA,NA
GJ01_C1_01,SI02_C1_23,NA,NA,NA
GJ01_C1_01,SI02_C1_ew01,NA,NA,NA
GJ01_C1_01,SM22_C1_01,NA,NA,NA
GJ01_C1_01,SM22_C1_06,NA,NA,NA
GJ01_C1_01,SM22_C1_09,NA,NA,NA
GJ01_C1_01,SM22_C1_14,NA,NA,NA
GJ01_C1_01,SM22_C1_16,NA,NA,NA
GJ01_C1_01,SM22_C1_ew,NA,NA,NA
GJ01_C1_01,SYNH02_C11_01,NA,NA,NA
GJ01_C1_01,SYNH02_C11_02,NA,NA,NA
GJ01_C1_01,SYNH02_C11_03,NA,NA,NA
GJ01_C1_01,SYNH02_C11_04,NA,NA,NA
GJ01_C1_01,SYNH02_C11_05,NA,NA,NA
GJ01_C1_01,SYNH02_C11_06,NA,NA,NA
GJ01_C1_01,SYNH02_C11_07,NA,NA,NA
GJ01_C1_01,SYNH02_C11_08,NA,NA,NA
GJ01_C1_01,SYNH02_C11_09,NA,NA,NA
GJ01_C1_01,SYNH02_C11_10,NA,NA,NA
GJ01_C1_01,SYNH02_C16_01,NA,NA,NA
GJ01_C1_01,SYNH02_C4_01,NA,NA,NA
GJ01_C1_01,SYNH02_C4_03,NA,NA,NA
GJ01_C1_01,SYNH02_C4_05,NA,NA,NA
GJ01_C1_01,SYNH02_C4_06,NA,NA,NA
GJ01_C1_01,SYNH02_C4_07,NA,NA,NA
GJ01_C1_01,SYNH02_C4_08,NA,NA,NA
GJ01_C1_01,SYNH02_C4_09,NA,NA,NA
GJ01_C1_01,SYNH02_C4_10,NA,NA,NA
GJ01_C1_01,SYNH02_C4_14,NA,NA,NA
GJ01_C1_01,SYNH02_C4_18,NA,NA,NA
GJ01_C1_01,SYNH02_C4_22,NA,NA,NA
GJ01_C1_01,SYNH02_ew,NA,NA,NA
GJ01_C1_01,TA01_C1_01,NA,NA,NA
GJ01_C1_01,TA01_C1_04,NA,NA,NA
GJ01_C1_01,TA01_C1_11,NA,NA,NA
GJ01_C1_01,TA01_C1_15,NA,NA,NA
GJ01_C1_01,TA01_C1_ew,NA,NA,NA
GJ01_C1_01,TA03_C1_ew,NA,NA,NA
GJ01_C1_05,GJ01_C1_11,0.00015,0.879507556,0.249112202
GJ01_C1_05,GJ01_C1_15,0.00025,0.915554695,0.325909747
GJ01_C1_05,GJ01_C1_17,3.00E-04,0.69877242,0.342619849
GJ01_C1_05,GJ01_C1_18,0.000318,0.910787708,0.307055665
GJ01_C1_05,GJ01_C1_ew01,0.000323,0.969063674,0.184381081
GJ01_C1_05,LGH03_C4_01,NA,NA,NA
GJ01_C1_05,LGH03_C4_02,NA,NA,NA
GJ01_C1_05,LGH03_C4_03,NA,NA,NA
GJ01_C1_05,LGH03_C4_04,NA,NA,NA
GJ01_C1_05,LGH03_C4_06,NA,NA,NA
GJ01_C1_05,LGH03_C4_10,NA,NA,NA
GJ01_C1_05,LGH03_C4_14,NA,NA,NA
GJ01_C1_05,LGH03_C4_18,NA,NA,NA
GJ01_C1_05,LGH03_C4_30,NA,NA,NA
GJ01_C1_05,LGH03_C4_34,NA,NA,NA
GJ01_C1_05,LGH03_C4_40,NA,NA,NA
GJ01_C1_05,PA01_C1_01,NA,NA,NA
GJ01_C1_05,PA01_C1_05,NA,NA,NA
GJ01_C1_05,PA01_C1_09,NA,NA,NA
GJ01_C1_05,PA01_C1_12,NA,NA,NA
GJ01_C1_05,PA01_C1_13,NA,NA,NA
GJ01_C1_05,PA01_C1_15,NA,NA,NA
GJ01_C1_05,PA01_C1_16,NA,NA,NA
GJ01_C1_05,PA01_C1_18,NA,NA,NA
GJ01_C1_05,PA02_C1_01,NA,NA,NA
GJ01_C1_05,PA02_C1_04,NA,NA,NA
GJ01_C1_05,PA02_C1_07,NA,NA,NA
GJ01_C1_05,PA02_C1_11,NA,NA,NA
GJ01_C1_05,PA02_C1_14,NA,NA,NA
GJ01_C1_05,PA02_C1_16,NA,NA,NA
GJ01_C1_05,QK01_C1_01,NA,NA,NA
GJ01_C1_05,QK01_C1_04,NA,NA,NA
GJ01_C1_05,QK01_C1_08,NA,NA,NA
GJ01_C1_05,QK01_C1_12,NA,NA,NA
GJ01_C1_05,QK01_C1_13,NA,NA,NA
GJ01_C1_05,QK01_C1_14,NA,NA,NA
GJ01_C1_05,SH01_C2_04,NA,NA,NA
GJ01_C1_05,SH01_C2_07,NA,NA,NA
GJ01_C1_05,SH01_C2_12,NA,NA,NA
GJ01_C1_05,SH01_C2_17,NA,NA,NA
GJ01_C1_05,SH01_C2_19,NA,NA,NA
GJ01_C1_05,SH01_ew01,NA,NA,NA
GJ01_C1_05,SI02_C1_02,NA,NA,NA
GJ01_C1_05,SI02_C1_05,NA,NA,NA
GJ01_C1_05,SI02_C1_08,NA,NA,NA
GJ01_C1_05,SI02_C1_12,NA,NA,NA
GJ01_C1_05,SI02_C1_19,NA,NA,NA
GJ01_C1_05,SI02_C1_23,NA,NA,NA
GJ01_C1_05,SI02_C1_ew01,NA,NA,NA
GJ01_C1_05,SM22_C1_01,NA,NA,NA
GJ01_C1_05,SM22_C1_06,NA,NA,NA
GJ01_C1_05,SM22_C1_09,NA,NA,NA
GJ01_C1_05,SM22_C1_14,NA,NA,NA
GJ01_C1_05,SM22_C1_16,NA,NA,NA
GJ01_C1_05,SM22_C1_ew,NA,NA,NA
GJ01_C1_05,SYNH02_C11_01,NA,NA,NA
GJ01_C1_05,SYNH02_C11_02,NA,NA,NA
GJ01_C1_05,SYNH02_C11_03,NA,NA,NA
GJ01_C1_05,SYNH02_C11_04,NA,NA,NA
GJ01_C1_05,SYNH02_C11_05,NA,NA,NA
GJ01_C1_05,SYNH02_C11_06,NA,NA,NA
GJ01_C1_05,SYNH02_C11_07,NA,NA,NA
GJ01_C1_05,SYNH02_C11_08,NA,NA,NA
GJ01_C1_05,SYNH02_C11_09,NA,NA,NA
GJ01_C1_05,SYNH02_C11_10,NA,NA,NA
GJ01_C1_05,SYNH02_C16_01,NA,NA,NA
GJ01_C1_05,SYNH02_C4_01,NA,NA,NA
GJ01_C1_05,SYNH02_C4_03,NA,NA,NA
GJ01_C1_05,SYNH02_C4_05,NA,NA,NA
GJ01_C1_05,SYNH02_C4_06,NA,NA,NA
GJ01_C1_05,SYNH02_C4_07,NA,NA,NA
GJ01_C1_05,SYNH02_C4_08,NA,NA,NA
GJ01_C1_05,SYNH02_C4_09,NA,NA,NA
GJ01_C1_05,SYNH02_C4_10,NA,NA,NA
GJ01_C1_05,SYNH02_C4_14,NA,NA,NA
GJ01_C1_05,SYNH02_C4_18,NA,NA,NA
GJ01_C1_05,SYNH02_C4_22,NA,NA,NA
GJ01_C1_05,SYNH02_ew,NA,NA,NA
GJ01_C1_05,TA01_C1_01,NA,NA,NA
GJ01_C1_05,TA01_C1_04,NA,NA,NA
GJ01_C1_05,TA01_C1_11,NA,NA,NA
GJ01_C1_05,TA01_C1_15,NA,NA,NA
GJ01_C1_05,TA01_C1_ew,NA,NA,NA
GJ01_C1_05,TA03_C1_ew,NA,NA,NA
GJ01_C1_11,GJ01_C1_15,1.00E-04,0.95583096,0.280352188
GJ01_C1_11,GJ01_C1_17,0.00015,0.816136455,0.28805883
GJ01_C1_11,GJ01_C1_18,0.000168,0.814571014,0.299181832
GJ01_C1_11,GJ01_C1_ew01,0.000173,0.863641923,0.253307653
GJ01_C1_11,LGH03_C4_01,NA,NA,NA
GJ01_C1_11,LGH03_C4_02,NA,NA,NA
GJ01_C1_11,LGH03_C4_03,NA,NA,NA
GJ01_C1_11,LGH03_C4_04,NA,NA,NA
GJ01_C1_11,LGH03_C4_06,NA,NA,NA
GJ01_C1_11,LGH03_C4_10,NA,NA,NA
GJ01_C1_11,LGH03_C4_14,NA,NA,NA
GJ01_C1_11,LGH03_C4_18,NA,NA,NA
GJ01_C1_11,LGH03_C4_30,NA,NA,NA
GJ01_C1_11,LGH03_C4_34,NA,NA,NA
GJ01_C1_11,LGH03_C4_40,NA,NA,NA
GJ01_C1_11,PA01_C1_01,NA,NA,NA
GJ01_C1_11,PA01_C1_05,NA,NA,NA
GJ01_C1_11,PA01_C1_09,NA,NA,NA
GJ01_C1_11,PA01_C1_12,NA,NA,NA
GJ01_C1_11,PA01_C1_13,NA,NA,NA
GJ01_C1_11,PA01_C1_15,NA,NA,NA
GJ01_C1_11,PA01_C1_16,NA,NA,NA
GJ01_C1_11,PA01_C1_18,NA,NA,NA
GJ01_C1_11,PA02_C1_01,NA,NA,NA
GJ01_C1_11,PA02_C1_04,NA,NA,NA
GJ01_C1_11,PA02_C1_07,NA,NA,NA
GJ01_C1_11,PA02_C1_11,NA,NA,NA
GJ01_C1_11,PA02_C1_14,NA,NA,NA
GJ01_C1_11,PA02_C1_16,NA,NA,NA
GJ01_C1_11,QK01_C1_01,NA,NA,NA
GJ01_C1_11,QK01_C1_04,NA,NA,NA
GJ01_C1_11,QK01_C1_08,NA,NA,NA
GJ01_C1_11,QK01_C1_12,NA,NA,NA
GJ01_C1_11,QK01_C1_13,NA,NA,NA
GJ01_C1_11,QK01_C1_14,NA,NA,NA
GJ01_C1_11,SH01_C2_04,NA,NA,NA
GJ01_C1_11,SH01_C2_07,NA,NA,NA
GJ01_C1_11,SH01_C2_12,NA,NA,NA
GJ01_C1_11,SH01_C2_17,NA,NA,NA
GJ01_C1_11,SH01_C2_19,NA,NA,NA
GJ01_C1_11,SH01_ew01,NA,NA,NA
GJ01_C1_11,SI02_C1_02,NA,NA,NA
GJ01_C1_11,SI02_C1_05,NA,NA,NA
GJ01_C1_11,SI02_C1_08,NA,NA,NA
GJ01_C1_11,SI02_C1_12,NA,NA,NA
GJ01_C1_11,SI02_C1_19,NA,NA,NA
GJ01_C1_11,SI02_C1_23,NA,NA,NA
GJ01_C1_11,SI02_C1_ew01,NA,NA,NA
GJ01_C1_11,SM22_C1_01,NA,NA,NA
GJ01_C1_11,SM22_C1_06,NA,NA,NA
GJ01_C1_11,SM22_C1_09,NA,NA,NA
GJ01_C1_11,SM22_C1_14,NA,NA,NA
GJ01_C1_11,SM22_C1_16,NA,NA,NA
GJ01_C1_11,SM22_C1_ew,NA,NA,NA
GJ01_C1_11,SYNH02_C11_01,NA,NA,NA
GJ01_C1_11,SYNH02_C11_02,NA,NA,NA
GJ01_C1_11,SYNH02_C11_03,NA,NA,NA
GJ01_C1_11,SYNH02_C11_04,NA,NA,NA
GJ01_C1_11,SYNH02_C11_05,NA,NA,NA
GJ01_C1_11,SYNH02_C11_06,NA,NA,NA
GJ01_C1_11,SYNH02_C11_07,NA,NA,NA
GJ01_C1_11,SYNH02_C11_08,NA,NA,NA
GJ01_C1_11,SYNH02_C11_09,NA,NA,NA
GJ01_C1_11,SYNH02_C11_10,NA,NA,NA
GJ01_C1_11,SYNH02_C16_01,NA,NA,NA
GJ01_C1_11,SYNH02_C4_01,NA,NA,NA
GJ01_C1_11,SYNH02_C4_03,NA,NA,NA
GJ01_C1_11,SYNH02_C4_05,NA,NA,NA
GJ01_C1_11,SYNH02_C4_06,NA,NA,NA
GJ01_C1_11,SYNH02_C4_07,NA,NA,NA
GJ01_C1_11,SYNH02_C4_08,NA,NA,NA
GJ01_C1_11,SYNH02_C4_09,NA,NA,NA
GJ01_C1_11,SYNH02_C4_10,NA,NA,NA
GJ01_C1_11,SYNH02_C4_14,NA,NA,NA
GJ01_C1_11,SYNH02_C4_18,NA,NA,NA
GJ01_C1_11,SYNH02_C4_22,NA,NA,NA
GJ01_C1_11,SYNH02_ew,NA,NA,NA
GJ01_C1_11,TA01_C1_01,NA,NA,NA
GJ01_C1_11,TA01_C1_04,NA,NA,NA
GJ01_C1_11,TA01_C1_11,NA,NA,NA
GJ01_C1_11,TA01_C1_15,NA,NA,NA
GJ01_C1_11,TA01_C1_ew,NA,NA,NA
GJ01_C1_11,TA03_C1_ew,NA,NA,NA
GJ01_C1_15,GJ01_C1_17,5.01E-05,0.779664829,0.508645249
GJ01_C1_15,GJ01_C1_18,6.75E-05,0.858428917,0.524772418
GJ01_C1_15,GJ01_C1_ew01,7.25E-05,0.903878838,0.295223785
GJ01_C1_15,LGH03_C4_01,NA,NA,NA
GJ01_C1_15,LGH03_C4_02,NA,NA,NA
GJ01_C1_15,LGH03_C4_03,NA,NA,NA
GJ01_C1_15,LGH03_C4_04,NA,NA,NA
GJ01_C1_15,LGH03_C4_06,NA,NA,NA
GJ01_C1_15,LGH03_C4_10,NA,NA,NA
GJ01_C1_15,LGH03_C4_14,NA,NA,NA
GJ01_C1_15,LGH03_C4_18,NA,NA,NA
GJ01_C1_15,LGH03_C4_30,NA,NA,NA
GJ01_C1_15,LGH03_C4_34,NA,NA,NA
GJ01_C1_15,LGH03_C4_40,NA,NA,NA
GJ01_C1_15,PA01_C1_01,NA,NA,NA
GJ01_C1_15,PA01_C1_05,NA,NA,NA
GJ01_C1_15,PA01_C1_09,NA,NA,NA
GJ01_C1_15,PA01_C1_12,NA,NA,NA
GJ01_C1_15,PA01_C1_13,NA,NA,NA
GJ01_C1_15,PA01_C1_15,NA,NA,NA
GJ01_C1_15,PA01_C1_16,NA,NA,NA
GJ01_C1_15,PA01_C1_18,NA,NA,NA
GJ01_C1_15,PA02_C1_01,NA,NA,NA
GJ01_C1_15,PA02_C1_04,NA,NA,NA
GJ01_C1_15,PA02_C1_07,NA,NA,NA
GJ01_C1_15,PA02_C1_11,NA,NA,NA
GJ01_C1_15,PA02_C1_14,NA,NA,NA
GJ01_C1_15,PA02_C1_16,NA,NA,NA
GJ01_C1_15,QK01_C1_01,NA,NA,NA
GJ01_C1_15,QK01_C1_04,NA,NA,NA
GJ01_C1_15,QK01_C1_08,NA,NA,NA
GJ01_C1_15,QK01_C1_12,NA,NA,NA
GJ01_C1_15,QK01_C1_13,NA,NA,NA
GJ01_C1_15,QK01_C1_14,NA,NA,NA
GJ01_C1_15,SH01_C2_04,NA,NA,NA
GJ01_C1_15,SH01_C2_07,NA,NA,NA
GJ01_C1_15,SH01_C2_12,NA,NA,NA
GJ01_C1_15,SH01_C2_17,NA,NA,NA
GJ01_C1_15,SH01_C2_19,NA,NA,NA
GJ01_C1_15,SH01_ew01,NA,NA,NA
GJ01_C1_15,SI02_C1_02,NA,NA,NA
GJ01_C1_15,SI02_C1_05,NA,NA,NA
GJ01_C1_15,SI02_C1_08,NA,NA,NA
GJ01_C1_15,SI02_C1_12,NA,NA,NA
GJ01_C1_15,SI02_C1_19,NA,NA,NA
GJ01_C1_15,SI02_C1_23,NA,NA,NA
GJ01_C1_15,SI02_C1_ew01,NA,NA,NA
GJ01_C1_15,SM22_C1_01,NA,NA,NA
GJ01_C1_15,SM22_C1_06,NA,NA,NA
GJ01_C1_15,SM22_C1_09,NA,NA,NA
GJ01_C1_15,SM22_C1_14,NA,NA,NA
GJ01_C1_15,SM22_C1_16,NA,NA,NA
GJ01_C1_15,SM22_C1_ew,NA,NA,NA
GJ01_C1_15,SYNH02_C11_01,NA,NA,NA
GJ01_C1_15,SYNH02_C11_02,NA,NA,NA
GJ01_C1_15,SYNH02_C11_03,NA,NA,NA
GJ01_C1_15,SYNH02_C11_04,NA,NA,NA
GJ01_C1_15,SYNH02_C11_05,NA,NA,NA
GJ01_C1_15,SYNH02_C11_06,NA,NA,NA
GJ01_C1_15,SYNH02_C11_07,NA,NA,NA
GJ01_C1_15,SYNH02_C11_08,NA,NA,NA
GJ01_C1_15,SYNH02_C11_09,NA,NA,NA
GJ01_C1_15,SYNH02_C11_10,NA,NA,NA
GJ01_C1_15,SYNH02_C16_01,NA,NA,NA
GJ01_C1_15,SYNH02_C4_01,NA,NA,NA
GJ01_C1_15,SYNH02_C4_03,NA,NA,NA
GJ01_C1_15,SYNH02_C4_05,NA,NA,NA
GJ01_C1_15,SYNH02_C4_06,NA,NA,NA
GJ01_C1_15,SYNH02_C4_07,NA,NA,NA
GJ01_C1_15,SYNH02_C4_08,NA,NA,NA
GJ01_C1_15,SYNH02_C4_09,NA,NA,NA
GJ01_C1_15,SYNH02_C4_10,NA,NA,NA
GJ01_C1_15,SYNH02_C4_14,NA,NA,NA
GJ01_C1_15,SYNH02_C4_18,NA,NA,NA
GJ01_C1_15,SYNH02_C4_22,NA,NA,NA
GJ01_C1_15,SYNH02_ew,NA,NA,NA
GJ01_C1_15,TA01_C1_01,NA,NA,NA
GJ01_C1_15,TA01_C1_04,NA,NA,NA
